symbol,action,qty,est_price,est_value,target_weight,current_qty,target_qty
092200,BUY,26,6490.0,168740.0,0.17121480731079314,0,26
452450,BUY,14,9210.0,128940.0,0.12958507450086532,0,14
049630,BUY,70,1383.0,96810.0,0.09729433118061713,0,70
010170,BUY,29,2915.0,84535.0,0.08715510812826249,0,29
229200,BUY,5,15225.0,76125.0,0.08033113840699001,0,5
001440,BUY,3,24500.0,73500.0,0.08617899905730728,0,3
046970,BUY,49,1283.0,62867.0,0.06318151759458585,0,49
114800,BUY,21,2685.0,56385.0,0.056667088767886536,0,21
069500,BUY,1,55410.0,55410.0,0.09745261913806932,0,1
